,Shop,Address,Latitude,Longitude,Borough
698,But First Coffee,"43 Quernmore Rd, Stroud Green, London N4 4QP, UK",51.5775599,-0.106208,Haringey
699,Cafe Bello,"625 Lordship Ln, Wood Green, London N22 5LE, UK",51.598812,-0.1027171,Haringey
700,Cafe Marina,"159 Lordship Ln, Tottenham, London N17 6XF, UK",51.5981354,-0.077573,Haringey
701,Cafe Villa Dei Fiori,"Market Hall, Unit 10, Wood Green Shopping City, London N22 6YE, United Kingdom",51.5940599,-0.1103013,Haringey
702,Caffè Nero,"62 Highgate High St, Highgate, London N6 5HX, UK",51.5708282,-0.1478356,Haringey
703,Caffè Nero,"61 Muswell Hill Broadway, Muswell Hill, London N10 3HL, UK",51.58987459999999,-0.1444168,Haringey
704,Charlie's Cafe & Bakery,"169 High Rd, Wood Green, London N22 6BA, UK",51.5946972,-0.1090447,Haringey
705,Coffee Circus,"136 Crouch Hill, Crouch End, London N8 9DX, UK",51.5779162,-0.1234592,Haringey
706,Coffee Club,"25 High St, Hornsey, London N8 7QB, UK",51.5878609,-0.1177679,Haringey
707,Coffee Republic,"60-62 Muswell Hill Broadway, Muswell Hill, London N10 3RT, UK",51.5896776,-0.1443126,Haringey
708,Common Ground,"49 Stroud Green Rd, Stroud Green, London N4 3EF, UK",51.5677332,-0.1093986,Haringey
709,Costa Coffee,"32 Stroud Green Rd, Stroud Green, London N4 3EA, UK",51.56686639999999,-0.1076015,Haringey
710,Costa Coffee,"66 Highgate High St, Highgate, London N6 5HX, UK",51.5709009,-0.1480765,Haringey
711,Costa Coffee,"Arena Shopping Park, Unit 4C, Green Lanes, London N4 1ED, United Kingdom",51.576431,-0.097676,Haringey
712,Costa Coffee,"1 The Broadway, Crouch End, London N8 8DU, UK",51.5784812,-0.1241338,Haringey
713,Costa Coffee,"421 Green Lanes, Harringay, London N4 1EY, UK",51.5785863,-0.09920530000000001,Haringey
714,Costa Coffee,"261 High Rd, Tottenham, London N15 4RR, UK",51.5839915,-0.0725685,Haringey
715,Costa Coffee,"Unit E, Tottenham Hale Retail Park, Tottenham, London N15 4QD, UK",51.58759440000001,-0.06332639999999999,Haringey
716,Costa Coffee,"1, 679 Green Lanes, Hornsey, London N8 0QY, UK",51.5904002,-0.1036486,Haringey
717,Costa Coffee,"29, Wood Green Shopping City, Hornsey, London N22 6YQ, UK",51.5911049,-0.1045063,Haringey
718,Costa Coffee,"376 Broadway, Muswell Hill, London N10 1DJ, United Kingdom",51.5914639,-0.1425278,Haringey
719,Costa Coffee,"29, Wood Green Shopping City, High Rd, Wood Green, London N22 6YQ, UK",51.5943631,-0.1086755,Haringey
720,Costa Coffee,"549 High Rd, Tottenham, London N17 6SF, UK",51.5952995,-0.06923119999999999,Haringey
721,Craving Coffee,"Gaunson House, Markfield Rd, Tottenham, London N15 4QQ, UK",51.5838372,-0.0638647,Haringey
722,Cup Tales Ltd,"135 Myddleton Rd, Bowes Park, London N22 8NG, UK",51.6063529,-0.1193684,Haringey
723,Evelina's Patisserie,"56 Fortis Green Rd, Muswell Hill, London N10 3HN, UK",51.5900857,-0.1460736,Haringey
724,Freshly Roasted Coffee N4,"6 Osborne Rd, Stroud Green, London N4 3SG, UK",51.5689512,-0.1108124,Haringey
725,GAIL's Bakery Crouch End,"48 The Broadway, Crouch End, London N8 9TP, UK",51.5797225,-0.1234,Haringey
726,Golden Cafe,"638 Lordship Ln, Wood Green, London N22 5JH, UK",51.5991455,-0.1026293,Haringey
727,Greggs,"7 The Broadway, High Rd, Hornsey, London N22 6DS, UK",51.5958997,-0.1092144,Haringey
728,Harris + Hoole,"9 The Broadway, Crouch End, London N8 8DU, UK",51.5787007,-0.1239721,Haringey
729,Hot Milk Cafe,"1 Maidstone Rd, Bounds Green, London N11 2TR, UK",51.60762219999999,-0.1240588,Haringey
730,La Dinette - Muswell Hill Café,"3-5 Fortis Green Rd, Muswell Hill, London N10 3HP, UK",51.589849,-0.146135,Haringey
731,Laptop Coffee Shop,"Gladstone House, 1 Gladstone Ave, Wood Green, London N22 6JS, UK",51.5963763,-0.108807,Haringey
732,Leafy Bean Co,"Bowes Park Station Platform 1, London N22 8YY, United Kingdom",51.6070272,-0.1206454,Haringey
733,Markfield Park Cafe,"Markfield Rd, London N15 4RB, UK",51.5816568,-0.0612767,Haringey
734,Mi Gusto Coffee Shop,"314 W Green Rd, West Green, London N15 3AN, UK",51.5861581,-0.09219809999999999,Haringey
735,Moka,"5 Wightman Rd, Harringay, London N4 1RQ, UK",51.57786609999999,-0.1044017,Haringey
736,Moloko Seven Sisters,"Seven Sisters Rd, Tottenham, London N15 5JT, UK",51.5829241,-0.07265329999999999,Haringey
737,Music & Beans Haringey,"461 Green Lanes, Harringay, London N4 1HE, UK",51.5798712,-0.09942269999999999,Haringey
738,N4 Coffee Fruit,"Charter Court, Stroud Green Rd, Stroud Green, London N4 3SG, UK",51.568934,-0.110804,Haringey
739,Planet Organic,"111-117 Muswell Hill Rd, Muswell Hill, London N10 3HS, UK",51.58936869999999,-0.1458512,Haringey
740,Pret A Manger,"Unit 23 The Mall, High Rd, Wood Green, London N22 6YA, UK",51.5939845,-0.108239,Haringey
741,Sable D'Or,"245 Muswell Hill Broadway, Muswell Hill, London N10 1DE, UK",51.5916489,-0.142982,Haringey
742,Starbucks Coffee,"114 Muswell Hill Broadway, Muswell Hill, London N10 3RU, UK",51.5901388,-0.1435986,Haringey
743,Stationers Park Cafe,"Mayfield Rd, Crouch End, London N8 9LP, UK",51.5798959,-0.112544,Haringey
744,The Duck Inn Cafe,"3 Salisbury Rd, Wood Green, London N22 6NL, UK",51.59854869999999,-0.1025597,Haringey
745,The Haberdashery,"22 Middle Ln, Crouch End, London N8 8PL, UK",51.5812179,-0.1235503,Haringey
746,The Yard,"Alexandra Palace, Station Rd, London N22 7ST, United Kingdom",51.5981233,-0.1198786,Haringey
747,Tri Prana,"124 Philip Ln, Tottenham, London N15 4JL, UK",51.5895739,-0.0765516,Haringey
748,Westbury Cafe,"40 Westbury Ave, London N22 6RS, UK",51.5935299,-0.0978405,Haringey
749,Ahimsa The Vegan Cafe,"7, Red Lion Parade, Pinner HA5 3JD, UK",51.5945991,-0.3826569,Harrow
750,Ancona Italian coffee house,"309 Station Rd, Harrow HA1 2TA, UK",51.5815621,-0.3333982,Harrow
751,Augustina's,"5 Barters Walk, Pinner HA5 5LU, UK",51.59374219999999,-0.3809581,Harrow
752,Basilian,"Aspire Leisure Centre, Wood Ln, Stanmore HA7 4AP, United Kingdom",51.6307317,-0.3119785,Harrow
753,Bru Coffee and Gelato Harrow,"St Georges Shopping Centre, St Anns Road, Harrow HA1 1HS, United Kingdom",51.58155319999999,-0.3389306,Harrow
754,Caffè Nero,"Harrow on the Hill Station, Station Approach, Harrow HA1 1BB, United Kingdom",51.579555,-0.3368828,Harrow
755,Caffè Nero,"27 St Anns Road, Harrow HA1 1JU, UK",51.5811242,-0.3352072,Harrow
756,Caffè Nero,"1 Love Ln, Pinner HA5 3EE, UK",51.5948223,-0.3826166,Harrow
757,Caffè Nero,"45 The Broadway, Stanmore HA7 4DJ, UK",51.617569,-0.3095544,Harrow
758,Canons Café,"5 station parade, Whitchurch Ln, Edgware HA8 6RW, United Kingdom",51.6076008,-0.2953925,Harrow
759,Cartons Stanmore,"40 The Broadway, Stanmore HA7 4DU, UK",51.61779749999999,-0.3096068,Harrow
760,Cinnamon Sandwich Bar,"39 Lowlands Rd, Harrow HA1 3AT, UK",51.5794812,-0.3394664,Harrow
761,Coffee Britain,"11-13 Masons Ave, Harrow HA3 5AH, UK",51.59294449999999,-0.3342708,Harrow
762,Coffee Station,"Station Approach, Pinner HA5 5LZ, UK",51.592911,-0.3809889,Harrow
763,Copper Kettle,"34 Bridge St, Pinner HA5 3JF, UK",51.5950555,-0.3836581,Harrow
764,Costa,"336 The Broadway, Uxbridge Rd, Pinner HA5 4HR, UK",51.60773039999999,-0.3747904,Harrow
765,Costa Coffe,"137 Marsh Rd, Pinner HA5 5PB, UK",51.591445,-0.3812626,Harrow
766,Costa Coffee,"250-252, Northolt Rd, Harrow HA2 8HR, UK",51.56414299999999,-0.3545259,Harrow
767,Costa Coffee,"297 Rayners Ln, Pinner HA5 5EH, UK",51.5752763,-0.3708855,Harrow
768,Costa Coffee,"Unnamed Road, HA1, Harrow, United Kingdom",51.5780003,-0.3187306,Harrow
769,Costa Coffee,"63 - 65 College Rd, Harrow HA1 1FD, UK",51.5799694,-0.3366628,Harrow
770,Costa Coffee,"76-80 St Anns Road, Harrow HA1 1JX, UK",51.5816031,-0.337236,Harrow
771,Costa Coffee,"Unnamed Road, Hindes Rd, Harrow HA1 1SH, United Kingdom",51.5858594,-0.3338153,Harrow
772,Costa Coffee,"The Accounting House, Pinner Rd, Harrow HA2 6DZ, UK",51.5862444,-0.3609831,Harrow
773,Costa Coffee,"112-114, High St, London HA3 7AJ, UK",51.5965899,-0.3352042,Harrow
774,Costa Coffee,"8 Warwick Parade, Kenton Ln, Harrow HA3 8SA, United Kingdom",51.60085429999999,-0.3181947,Harrow
775,Costa Coffee,"Broadway, 336 Hatch End, Uxbridge Rd HA5 4HR, United Kingdom",51.607895,-0.373846,Harrow
776,Costa Coffee,"24-26 Church Rd, Stanmore HA7 4AQ, UK",51.6172742,-0.3120828,Harrow
777,Harry's Cafe,"1 Havelock Pl, Harrow HA1 1LJ, UK",51.581048,-0.3348892,Harrow
778,Indulge,"209-211 Marsh Rd, Pinner HA5 5NE, UK",51.5924206,-0.3822764,Harrow
779,Macchiato Cafe,"21 College Rd, Harrow HA1 1BA, UK",51.5798865,-0.3350856,Harrow
780,Mem's Cafe Edgware,"10-11 Whitchurch Ln, Edgware HA8 6JZ, UK",51.6102353,-0.2804365,Harrow
781,Miriam's Munchies,"405-407 Station Rd, Harrow HA1 2AT, UK",51.5784239,-0.3340959,Harrow
782,Organically,"40-42 High St, Pinner HA5 5PW, UK",51.5941534,-0.3802994,Harrow
783,Pret A Manger,"68 - 70 St Anns Road, Harrow HA1 1JX, UK",51.5815993,-0.3368019,Harrow
784,Randalls Coffee House,"284B Station Rd, Harrow HA1 2EA, UK",51.58203409999999,-0.3324514,Harrow
785,Red Brick Cafe,"38-40 High St, Harrow HA3 7AE, UK",51.5943109,-0.3348485,Harrow
786,Red Cup Cafe,"33 Station Rd, Harrow HA2 7SU, UK",51.5858851,-0.3612513,Harrow
787,Starbucks,"St Georges Shopping Centre, St Anns Shopping Centre, St John's Rd, Harrow HA1 1HS, UK",51.581272,-0.3386942,Harrow
788,Starbucks,"19-21 High St, Pinner HA5 5PJ, UK",51.5941592,-0.3812222,Harrow
789,Sunrise Cafe,"343 High Rd, Harrow HA3 5EQ, UK",51.6039171,-0.339743,Harrow
790,The Chocolate Room/the best place,"324 Station Rd, Harrow HA1 2DX, UK",51.580934,-0.3336523,Harrow
791,The Dolls House On The Hill,"44 High St, Harrow HA1 3LL, UK",51.5719658,-0.3385224,Harrow
792,West Harrow Park Cafe (syd's),"Butler Rd, Harrow HA1 4DX, UK",51.5774669,-0.3544509,Harrow
793,Wild Bean Café,"13-21 Bessborough Rd, Harrow HA1 3BS, UK",51.5789771,-0.3415405,Harrow
794,Boulevard Coffee,"Brewery Walk, 1AR, Romford RM1 1BG, United Kingdom",51.5773799,0.1801592,Havering
795,Brown Sugar Coffee Company,"148 South St, Romford RM1 1SX, UK",51.5743142,0.183239,Havering
796,Cafe 122,"122 Upminster Rd, Hornchurch RM12 6PL, UK",51.5591194,0.2347503,Havering
797,Cafe Bueno,"4 High St, Romford RM1 1HR, UK",51.5784074,0.1800081,Havering
798,Cafe Espresso,"161 Whitchurch Rd, Romford RM3 9AA, UK",51.6125681,0.2217329,Havering
799,Cafe Fino,"88 Market Pl, Romford RM1 3ER, UK",51.5795994,0.183389,Havering
800,Caffe Della - Romford,"Unit 36&37, Mercury Gardens, Romford RM1 3EE, UK",51.5793794,0.1853862,Havering
801,Caffe Gelato,"99 Corbets Tey Rd, Upminster RM14 2AH, UK",51.55320589999999,0.2477865,Havering
802,Caffè Nero,"26 Station Rd, Upminster RM14 2UB, UK",51.5571824,0.2497994,Havering
803,Café 108,"108 Ardleigh Green Rd, Hornchurch RM11 2SH, UK",51.5839065,0.220847,Havering
804,Café Shot,"78 Brentwood Rd, Hornchurch, Romford RM1 2EL, UK",51.5720343,0.1906977,Havering
805,Coffee Bloom Café,"155 St. Marys Ln, Upminster RM14 3BL, UK",51.556375,0.2505009,Havering
806,Coffee Shop & Café,"Upminster RM14 2AH, United Kingdom",51.55359809999999,0.2480316,Havering
807,Coffee Station,"Ferry Ln, Rainham RM13 9HY, UK",51.516778,0.1907017,Havering
808,Coffeelink,"Station Road, Platform 1, Upminster RM14 2DT, United Kingdom",51.5590244,0.2506758,Havering
809,Cookies Caffè Italia,"7 Suttons Ln, Hornchurch RM12 6RD, UK",51.5536013,0.2194337,Havering
810,Costa,"Rom Valley Retail Park, Rom Valley Way, Romford RM7 0AF, United Kingdom",51.56837729999999,0.1851133,Havering
811,Costa,"Romford RM3 0EX, UK",51.5923667,0.2141392,Havering
812,Costa Coffee,"Elm Park Hotel, Unit B New, Elm Park Ave, Hornchruch RM12 4RX, United Kingdom",51.5511804,0.1985673,Havering
813,Costa Coffee,"11 Station Rd, Upminster RM14 2SJ, UK",51.5566244,0.2489231,Havering
814,Costa Coffee,"83 South St, Romford RM1 1NL, UK",51.5765362,0.1824344,Havering
815,Costa Coffee,"15 Waterloo Rd, Romford RM1 1AU, UK",51.5770347,0.1795686,Havering
816,Costa Coffee,"83 South St, Romford RM1 1NL, UK",51.577037,0.1795749,Havering
817,Costa Coffee,"Liberty Centre, Unit LSU2, Romford RM1 3RL, United Kingdom",51.5772197,0.1831985,Havering
818,Costa Coffee,"Debenhams, 56- 72 Market Pl, Romford RM1 3ET, United Kingdom",51.5789521,0.1829155,Havering
819,Costa Coffee,"Gallows Corner Retail Park, Colchester Rd, Romford RM3 0AD, UK",51.5927173,0.2155184,Havering
820,Costa Coffee,"Romford Gallows Extra, Bryant Ave, Romford RM3 0LL, United Kingdom",51.59315059999999,0.2180741,Havering
821,Costa Coffee,"Collier Row Service Station, 140-148 Collier Row Rd, Romford RM5 2BD, UK",51.5981362,0.1556551,Havering
822,Costa Coffee - Hornchurch 2,"156- 158 High St, Hornchurch RM12 6QX, UK",51.5619933,0.2202227,Havering
823,Costa Coffee Collier Row,"311-313 Collier Row Ln, Collier Row, Romford RM5 3ND, UK",51.598792,0.163097,Havering
824,Costa Coffee Gidea Park,"83 Main Rd, Romford RM2 5EL, UK",51.586734,0.200045,Havering
825,Costa coffee - Hornchurch,"94 High St, Hornchurch RM12 4UH, UK",51.5627116,0.2177801,Havering
826,Costa coffee - Upminster 1,"34 Station Rd, Upminster RM14 2TR, UK",51.5575367,0.2500237,Havering
827,Creamery Twist,"110 South St, Romford RM1 1SS, UK",51.5753637,0.1830655,Havering
828,Creams,"3-5 Station Rd, Upminster RM14 2SJ, UK",51.5564516,0.2490972,Havering
829,Elm Park Cafe,"25 The Broadway, Hornchurch RM12 4RW, UK",51.550208,0.1990412,Havering
830,Garden Cafe,"87 North St, Hornchurch RM11 1ST, UK",51.5664026,0.2198068,Havering
831,Giardino 14 Coffee Upminster,"Train Station, Station Approach, Upminster RM14 2TH, UK",51.55873980000001,0.2514652,Havering
832,Goldex Investments (Essex) ltd,"11 Station Rd, Upminster RM14 2SJ, UK",51.5566398,0.2489127,Havering
833,Greggs,"72 Station Rd, Upminster RM14 2TD, UK",51.55884349999999,0.2504881,Havering
834,Greggs,"148 High St, Hornchurch RM12 6QX, UK",51.5621816,0.2200823,Havering
835,Greggs,"40 Collier Row Rd, Romford RM5 3PA, UK",51.5990741,0.1614702,Havering
836,Happy Coffee,"Romford RM1 1TU, UK",51.57463509999999,0.1822334,Havering
837,Harris + Hoole,"300 Hornchurch Rd, Hornchurch RM11 1PY, UK",51.5658164,0.1919308,Havering
838,Italianissimo,"11 Mercury Gardens, Romford RM1 3RJ, UK",51.5772742,0.1826808,Havering
839,Jack's Cafe,"145 Rainham Rd, Rainham RM13 7RB, UK",51.52967599999999,0.1883847,Havering
840,Jimmy's Cafe,"142 Station Ln, Hornchurch RM12 6LT, UK",51.5555491,0.2197716,Havering
841,Le Moulin,"18B Station Ln, Hornchurch RM12 6NJ, UK",51.5613056,0.2206262,Havering
842,Liana's Tea Shop,"Langtons House, Billet Lane, Hornchurch RM11 1XJ, United Kingdom",51.5660333,0.2166367,Havering
843,Muffin Break,"Romford RM1 3LT, UK",51.5772146,0.1833364,Havering
844,North Street Cafe,"138 North St, Romford RM1 1DL, UK",51.5819179,0.1769446,Havering
845,Orange Tree Pub & Kitchen - Romford,"Havering-atte-Bower, Romford RM4 1PB, UK",51.6136928,0.1809985,Havering
846,Patisserie Valerie,"The Brewery, Pod 3, Waterloo Rd, Romford RM1 1AU, United Kingdom",51.5765538,0.179876,Havering
847,Roomes of Upminster,"41-49 Station Rd, Upminster RM14 2SX, UK",51.5580648,0.2497721,Havering
848,Rubys Cupcakes,"1 Corbets Tey Rd, Upminster RM14 2AP, UK",51.5556643,0.2490713,Havering
849,Starbucks,"1-15 The Brewery, Romford RM1 1AU, UK",51.57628099999999,0.181187,Havering
850,Starbucks Coffee,"Liberty Shopping Centre, Romford RM1 3RL, UK",51.57794699999999,0.182874,Havering
851,Tea Island,"168 High St, Hornchurch RM12 6AF, UK",51.561268,0.2211297,Havering
852,Tesco Café,"Bridge Rd, Rainham RM13 9YZ, UK",51.5200197,0.1907819,Havering
853,Tey Cafe,"3 Ockendon Rd, Upminster RM14 2DN, UK",51.5430193,0.2519712,Havering
854,The Blue Rooms Cafe,"156 Ongar Rd, Abridge, Romford RM4 1AA, UK",51.65702899999999,0.144635,Havering
855,The Source Coffee Shop,"Stubbers Adventure Centre, Ockendon Rd, Upminster RM14 2TY, United Kingdom",51.5383485,0.2686675,Havering
856,The Station Pantry,"61 Station Rd, Upminster RM14 2SU, UK",51.558658,0.250005,Havering
857,Upminster Cafe,"13 Corbets Tey Rd, Upminster RM14 2AP, UK",51.55533339999999,0.2490149,Havering
858,bb's coffee & muffins,"25-26 The Mercury Shopping Centre, Romford RM1 3EE, United Kingdom",51.5793087,0.185747,Havering
859,the coffee shop,"Aveley Road, Upminster RM14 2TG, United Kingdom",51.5246575,0.2526819,Havering
860,1966,"Brunel University London, Kingston Ln, Uxbridge UB8 3PH, United Kingdom",51.53299579999999,-0.4734749,Hillingdon
861,640East,"The Powerhouse, The Old Vinyl Factory Blyth Road, Hayes, London UB3 1HA, United Kingdom",51.5043836,-0.4260584,Hillingdon
862,BUCKET LIST COFFEE,"215 Field End Rd, Pinner HA5 1QL, UK",51.5768323,-0.3975695,Hillingdon
863,BUCKET LIST COFFEE,"215 Field End Rd, Pinner HA5 1QZ, UK",51.5768353,-0.3974464,Hillingdon
864,Botwell Green Library,"Botwell Green Sports and Leisure Centre, East Ave, Hayes UB3 2HW, UK",51.5084724,-0.4180615,Hillingdon
865,Cafe Cucina,"7 Victoria Rd, Ruislip HA4 9AA, UK",51.5735962,-0.4130568,Hillingdon
866,Cafe Giardino,"128 High St, Uxbridge UB8 1GA, UK",51.54548399999999,-0.4770394,Hillingdon
867,Cafe Hut,"Hillingdon Station, Long Lane, Hillingdon, Uxbridge UB10 9NR, United Kingdom",51.5538395,-0.4495583,Hillingdon
868,Caffe Casa Mia,"36 Green Ln, Northwood HA6 2QB, UK",51.6118231,-0.4260525,Hillingdon
869,Caffe Nero,"Arrival Level, Terminal 5, Heathrow Airport, Wallis Rd, Longford, Hounslow TW6 2GA, United Kingdom",51.4705762,-0.4891162,Hillingdon
870,Caffè Nero,"Heathrow Airport, Terminal 4, Departures, Longford, Hounslow TW6 3FB, UK",51.4590618,-0.4471045,Hillingdon
871,Caffè Nero,"Heathrow Airport, Terminal 4, Salisbury Rd, London TW6 1AP, UK",51.4598988,-0.4472701,Hillingdon
872,Caffè Nero,"Heathrow Airport, Level 1 Terminal 2, Gate B35, Nelson Rd, Middlesex, Hounslow TW6 2GW, United Kingdom",51.4695759,-0.4496070999999999,Hillingdon
873,Caffè Nero,"Airside Departures, Terminal 3 Heathrow Airport The Quays, Hounslow TW6 1QG, United Kingdom",51.4703376,-0.4591196,Hillingdon
874,Caffè Nero,"Terminal 2 Arrivals, Inner Ring E, Longford, Hounslow TW6 1RR, UK",51.4703747,-0.4514341999999999,Hillingdon
875,Caffè Nero,"Heathrow T2 Bus Station, London TW6 1AP, UK",51.47113599999999,-0.4526871,Hillingdon
876,Caffè Nero,"Heathrow Airport, Terminal 5, Departure Level, Wallis Rd, Longford, Hounslow TW6 2GA, United Kingdom",51.4732908,-0.489016,Hillingdon
877,Caffè Nero,"The chimes shopping centre, 185-186 High St, Uxbridge UB8 1LA, UK",51.5454733,-0.4778128999999999,Hillingdon
878,Caffè Nero,"114 High St, Ruislip HA4 8LS, UK",51.5738523,-0.4241911,Hillingdon
879,Cintias Cafe,"Holloway Ln, Harmondsworth, West Drayton UB7 0AE, UK",51.4930405,-0.4653777000000001,Hillingdon
880,Coffee Affair,"91 Joel St, Pinner, Northwood HA6 1LW, UK",51.5994901,-0.4095155,Hillingdon
881,Coffee Break,"7 High St, Uxbridge UB8 1JN, UK",51.5451936,-0.4778063,Hillingdon
882,Coopers Coffee Bar - Mobile Coffee Company,"Tudor Way, Uxbridge UB10 9AA, UK",51.5498682,-0.4528433,Hillingdon
883,Costa,"Heathrow Airport Bldg, terminal 5, ground floor, 521 Stansted Rd, Hounslow TW6 3LW, United Kingdom",51.4713617,-0.4889892,Hillingdon
884,Costa Coffee,"London Heathrow Airport Terminal 4, Landside, Longford, Hounslow TW6 3XA, UK",51.4600644,-0.4482634,Hillingdon
885,Costa Coffee,"Compass Centre Nelson Rd, Longford, Hounslow TW6 1QG, UK",51.4709054,-0.458237,Hillingdon
886,Costa Coffee,"Terminal 5, Landside, Longford, Hounslow TW6 2GA, UK",51.471466,-0.4879806,Hillingdon
887,Costa Coffee,"10 Station Rd, Hayes UB3 4DA, UK",51.5067118,-0.4191862,Hillingdon
888,Costa Coffee,"Stockley Park, Unit 5 - The Arena, Uxbridge UB11 1AA, United Kingdom",51.5122137,-0.444379,Hillingdon
889,Costa Coffee,"114 High St, West Drayton UB7 7BB, UK",51.5135574,-0.4728761,Hillingdon
890,Costa Coffee,"Trout Rd, West Drayton UB7 7SX, UK",51.5137619,-0.4808856,Hillingdon
891,Costa Coffee,"Hillingdon Hospital, Pield Heath Rd, Uxbridge UB8 3NN, UK",51.5260976,-0.4607629,Hillingdon
892,Costa Coffee,"Marlborough Parade, 1-2, Uxbridge Rd, Middlesex, Uxbridge UB10 0LR, United Kingdom",51.5301668,-0.4472329,Hillingdon
893,Costa Coffee,"The chimes shopping centre, 116-220 Intu Uxbridge Lower Mall, Uxbridge UB8 1QJ, United Kingdom",51.545424,-0.4766446,Hillingdon
894,Costa Coffee,"172 High St, Uxbridge UB8 1JZ, UK",51.5464362,-0.4782295,Hillingdon
895,Costa Coffee,"51-52 High St, Uxbridge UB8 1JP, UK",51.5465163,-0.480176,Hillingdon
896,Costa Coffee,"36 Swakeleys Rd, Ickenham, Uxbridge UB10 8DB, UK",51.5648169,-0.4458358,Hillingdon
897,Costa Coffee,"100-102, High St, Ruislip HA4 8LS, UK",51.5740813,-0.4246001,Hillingdon
